,Topic,Count,Name,Representation,Representative_Docs
227,226,395,226_douche_bag_donny_douchebag,"['douche', 'bag', 'donny', 'douchebag', 'quisling', 'douchebags', 'bags', 'douchbag', 'douches', 'quislings']","['such a douche', 'what a douche', 'this douche is still around']"
228,227,394,227_mitch_mitchs_ryan_rino,"['mitch', 'mitchs', 'ryan', 'rino', 'cocaine', 'china', 'mitchy', 'romney', 'retire', 'mitchie']","['trump has never been more right mitch must go', 'time for mitch to go', 'please d i t c h mitch please']"
229,228,391,228_khan_london_khans_kahn,"['khan', 'london', 'khans', 'kahn', 'sadiq', 'muslim', 'mayor', 'uk', 'sharia', 'britain']","['yeah another khan that needs to f off', 'he is khan', ""so you'd rather have khan""]"
230,229,388,229_djt_djts_potus_hrc,"['djt', 'djts', 'potus', 'hrc', 'dj', 'president', 'maga', 'thank', 'god', 'msm']","['djt needs to be on this now', 'djt is the man', 'go djt keep it going']"
231,230,383,230_orwell_redneck_george_orwells,"['orwell', 'redneck', 'george', 'orwells', 'rednecks', 'orwellian', 'doublethink', 'revolutionary', 'universal', 'truth']","['where is george orwell when you need him', 'george orwell was right', 'george orwell']"
232,231,372,231_doj_affair_justice_gowdy,"['doj', 'affair', 'justice', 'gowdy', 'corrupt', 'charges', 'dojs', 'department', 'coup', 'investigation']","['the muslims own the doj now', 'and the doj', 'whose doj is it oh yeah trump s doj']"
233,232,360,232_lemon_don_lemons_lemonade,"['lemon', 'don', 'lemons', 'lemonade', 'cnn', 'lemonhead', 'stand', 'anderson', 'racist', 'humina']","['lemon show is just that a lemon', 'no that was don lemon', 'who is don lemon']"
234,233,359,233_headline_nbc_read_misleading,"['headline', 'nbc', 'read', 'misleading', 'cbs', 'ratings', 'ha', 'fox', 'network', 'story']","['are we sure that headline is right', 'that should be the real headline', 'but but the headline said']"
235,234,356,234_beto_orourke_betos_paso,"['beto', 'orourke', 'betos', 'paso', 'rourke', 'el', 'texas', 'beta', 'hispanic', 'nickname']","['beto that you', 'beto who', 'no beto']"
236,235,356,235_rosie_odonnell_rosies_gawker,"['rosie', 'odonnell', 'rosies', 'gawker', 'odonnel', 'donnell', 'fat', 'moore', 'odonald', 'pig']","['do you think rosie was right', 'rosie also', ""or rosie's""]"
237,236,353,236_weiner_carney_interview_jay,"['weiner', 'carney', 'interview', 'jay', 'schultz', 'carneys', 'weiners', 'avenatti', 'salisbury', 'liar']","['had enough weiner have you', 'weiner and his weiner', 'we have a weiner']"
238,237,352,237_levin_mark_levins_cruz,"['levin', 'mark', 'levins', 'cruz', 'trump', 'radio', 'constitution', 'conservative', 'listen', 'mr']","['levin has', 'levin now', 'no no levin']"
239,238,351,238_booker_cory_corey_spartacus,"['booker', 'cory', 'corey', 'spartacus', 'bookers', 'nj', 'sen', 'newark', 'harris', 'democrap']","['her and booker as well', 'well booker would be at the bottom', ""and it's not you booker""]"
240,239,345,239_gore_al_invented_gores,"['gore', 'al', 'invented', 'gores', 'internet', 'inventing', 'invent', 'jazeera', 'network', 'climate']","[""well there's al gore"", 'and they can have al gore too', 'al gore']"
241,240,344,240_rove_karl_roves_finished,"['rove', 'karl', 'roves', 'finished', 'cruz', 'bush', 'hes', 'jeb', 'republican', 'ted']","['or karl rove', 'karl rove', 'please no rove']"
242,241,341,241_aclu_liberties_splc_organization,"['aclu', 'liberties', 'splc', 'organization', 'center', 'poverty', 'civil', 'southern', 'rights', 'union']","['aclu should look into', 'where is the aclu', 'the aclu']"
243,242,340,242_kennedy_jfk_kennedys_oswald,"['kennedy', 'jfk', 'kennedys', 'oswald', 'rfk', 'roberts', 'ted', 'jr', 'jackie', 'jo']","[""he's not bad for a kennedy"", 'years is kennedy', ""no that would be the kennedy's""]"
244,243,338,243_farmers_napalm_farm_trees,"['farmers', 'napalm', 'farm', 'trees', 'water', 'farming', 'subsidies', 'food', 'green', 'farms']","['good news for the farmers', 'the farm bill is a joke farmers today are getting rich off of government subsidies this bill is welfare for farmers', 'not as much as farmers']"
245,244,332,244_nato_poland_eu_countries,"['nato', 'poland', 'eu', 'countries', 'europe', 'natos', 'belarus', 'alliance', 'defense', 'russia']","['should not be in nato', 'get them out of nato', 'out of nato also']"
246,245,330,245_alinsky_saul_alinskys_radicals,"['alinsky', 'saul', 'alinskys', 'radicals', 'tactics', 'rules', 'rule', 'tactic', 'alinskyite', 'ack']","[""it's part of the alinsky rules"", ""it's the alinsky way"", ""and alinsky's""]"
247,246,328,246_dat_averaging_hours_week,"['dat', 'averaging', 'hours', 'week', 'sisters', 'true', 'pretty', 'dowww', 'works', 'om']","['my last pay check was operating twelve hours every week on line my sisters friend has been averaging k for months currently and he or she works concerning twenty hours every week i can not believe however simple it absolutely was once i attempted it out this is often what i dowww pro om', 'my last pay check was operating twelve hours every week on line my sisters friend has been averaging k for months currently and he or she works concerning twenty hours every week i can not believe however simple it absolutely was once i attempted it out this is often what i do www works c', 'my last pay check was operating twelve hours every week on line my sisters friend has been averaging k for months currently and he or she works concerning twenty hours every week i can not believe however simple it absolutely was once i attempted it out this is often what i do www pro com']"
248,247,327,247_hunter_biden_hunters_bidens,"['hunter', 'biden', 'hunters', 'bidens', 'burisma', 'joe', 'quid', 'crack', 'ukraine', 'father']","['meanwhile anyone know where hunter biden is', 'hunter biden next please', 'but but but hunter biden']"
249,248,323,248_fredo_hogan_atlas_shrugged,"['fredo', 'hogan', 'atlas', 'shrugged', 'fred', 'fredos', 'buckwheat', 'brother', 'larry', 'maryland']","['fredo please', 'what about fredo', 'fredo is that you']"
250,249,321,249_hannity_sean_hannitys_radio,"['hannity', 'sean', 'hannitys', 'radio', 'levin', 'savage', 'limbaugh', 'guests', 'fox', 'rove']","['trump on hannity now', 'but hannity', 'what about hannity']"
251,250,319,250_libertarian_libertarians_libertarianism_liberty,"['libertarian', 'libertarians', 'libertarianism', 'liberty', 'conservatives', 'reagan', 'party', 'carter', 'conservatism', 'drugs']","['not a real libertarian', 'you are not a libertarian', ""being a libertarian you can't be serious""]"
252,251,317,251_rope_snicker_peach_snickers,"['rope', 'snicker', 'peach', 'snickers', 'horn', 'squid', 'horns', 'trap', 'chitcago', 'length']","['get a rope', 'get a rope', 'i have the rope']"
253,252,315,252_joey_joeys_intern_pony,"['joey', 'joeys', 'intern', 'pony', 'soldier', 'joe', 'scoops', 'faced', 'office', 'fingers']","['correct joey', 'who is joey trump', ""joey's war""]"
254,253,310,253_mika_mikas_joe_morning,"['mika', 'mikas', 'joe', 'morning', 'brzezinski', 'mikado', 'father', 'mourning', 'joes', 'daddy']","['joe and mika are racist', 'mika does black', ""it's our job mika b""]"
255,254,310,254_cockroaches_cockroach_cake_roaches,"['cockroaches', 'cockroach', 'cake', 'roaches', 'baker', 'wedding', 'bakers', 'bakery', 'bake', 'gay']","['keep the cockroaches out of america president trump', 'what next cockroaches', 'well cockroaches']"
256,255,309,255_enemy_tzu_surrender_enemies,"['enemy', 'tzu', 'surrender', 'enemies', 'friend', 'paradise', 'sun', 'enemys', 'ussa', 'battle']","['sometimes the enemy of your enemy is still your enemy', 'the enemy of my enemy is my enemy', ""the enemy of my enemy is my friend until he's my enemy""]"
257,256,305,256_amen_hallelujah_brother_sister,"['amen', 'hallelujah', 'brother', 'sister', 'bro', 'lawdy', 'janice', 'friend', 'awoman', 'awomen']","['amen again', 'amen was with you there', 'amen amen amen']"
258,257,304,257_colbert_colberts_howie_stephen,"['colbert', 'colberts', 'howie', 'stephen', 'phone', 'phones', 'camera', 'cell', 'funny', 'radio']","['colbert is an idiot', 'hate colbert', 'colbert is stupid']"
259,258,301,258_nobel_prize_peace_awarded,"['nobel', 'prize', 'peace', 'awarded', 'prizes', 'committee', 'award', 'noble', 'winner', 'obama']","['how long before they get a nobel peace prize', 'someone should get the nobel peace prize for this', 'well obama got a nobel peace prize so']"
260,259,291,259_tucker_carlson_tuckers_fox,"['tucker', 'carlson', 'tuckers', 'fox', 'carlsons', 'news', 'bb', 'tonight', 'watch', 'avenatti']","['tucker is so great i hate the five at nine though', ""tucker carlson is solid i'd vote for him for president in how about it tucker"", 'love me some tucker']"
261,260,287,260_agree_course_lol_ah,"['agree', 'course', 'lol', 'ah', 'ok', 'oh', '', '', '', '']","['i agree', 'i agree', 'i agree']"
262,261,280,261_yawn_yawning_yawns_boring,"['yawn', 'yawning', 'yawns', 'boring', 'cares', 'yadda', 'predictable', 'yawnnnn', 'yawner', 'buh']","['more yawn', 'yawn so', 'yawn already']"
263,262,278,262_nascar_costas_vince_suspended,"['nascar', 'costas', 'vince', 'suspended', 'ruth', 'racing', 'holt', 'robinson', 'bob', 'jackie']","['and now nascar too', 'what s nascar', 'so is nascar']"
264,263,278,263_bigot_bigotry_bigots_bigoted,"['bigot', 'bigotry', 'bigots', 'bigoted', 'racist', 'race', 'baiter', 'sharpton', 'black', 'definition']","['you re a bigot', 'you bigot', 'only what a bigot']"
265,264,278,264_collins_mitt_sasse_mittens,"['collins', 'mitt', 'sasse', 'mittens', 'susan', 'ben', 'mitts', 'gop', 'president', 'sassehole']","['when is susan collins going to get out of the senate', 'collins your time is up', 'collins and who']"
266,265,274,265_crickets_cricket_chirping_olbermann,"['crickets', 'cricket', 'chirping', 'olbermann', 'hear', 'espn', 'sound', 'keith', 'wheres', 'chirp']","['and again we have crickets', 'crickets crickets crickets', 'more crickets']"
267,266,273,266_sjws_sjw_johnson_dean,"['sjws', 'sjw', 'johnson', 'dean', 'resign', 'attack', 'publicity', 'disemploy', 'comedians', 'tjs']","[""this article describes how the sjws first surface within organizations to fight back the organization must not wilt to the sjw's demands but instead make the sjws prove their accusations like most cult followers the sjws go mute after repeating their memorized lines and now must confront the intelligence side of any accusation for defensive tactics on how to fight back the embedded sjws in your org check out grace daniels' struggle with the sjws who attempted to take over her non profit organization"", ""long but worth the read heard this on alex jones interview with vox day it is a must to master and win the three r's the first thing to do when attacked by sjws is to recognize that you are under sjw attack remain calm and realize that no one else cares you need to understand that the attack is happening accept that is happening and refrain from the temptation to try to make it not be happening do not panic don't go running to others for help or sympathy don't try to convince everyone around you how outrageous or unfair the accusation is and don't explain to anyone how little you deserve the way you are being treated they don't care they really don't think about how little you cared when someone else was previously being attacked by sjws and how little you did to support them let alone take action to stop the attack that's exactly how much your colleagues and acquaintances care about you being attacked and exactly how much they are going to do to stop it the truth is that it doesn't matter why sjws are attacking you the only thing that matters is understanding that you are under attack right now and no one else is going to do anything about it don't try to reason with them the second thing is to recognize that there is no way you are going to be able to reason your way out of the situation most people who come under sjw attack have the causality backwards they think the attack is taking place due to whatever it is that they did or said that's not the case the attack is taking place because of who you are and what you represent to the sjws a threat to their narrative in most cases the sjws attempting to discredit and disemploy you already wanted you out long ago and they are simply using the nominal reason given as an excuse to get rid of you and if the attack is more the result of sjw status seeking rather than thought policing that's arguably even worse because if the motivation concerns them rather than you there is absolutely nothing you can do about it the most important thing to accept here is the complete impossibility of compromise or even meaningful communication with your attackers sjws do not engage in rational debate because they are not rational and they do not engage in honest discourse because they do not believe in objective truth they have no interest whatsoever in talking to you or trying to understand you indeed they will avoid you and do their best to minimize their communications with you while constantly talking about you and explaining the real meaning of your words and your nefarious true intentions to everyone else they will also try to isolate you and cut you off from access to any relevant authority to the media and to neutral parties the better to spin the narrative without your interference this is why it is vital that you do not agree to any confidentiality agreements or consent to keep your mouth shut while the sjw driven investigation is proceeding do not apologize the third thing to remember when undergoing an sjw attack is to never apologize for anything you have done i repeat do not apologize do not say you are sorry if anyone's feelings were hurt do not express regret remorse or contrition do not say anything that can be taken as an apology in any way just in case i am not being sufficiently clear do not apologize normal people seek apologies because they want to know that you feel bad about what you have done and that you will at least attempt to avoid doing it again in the future when sjws push you for an apology after pointing and shrieking at you what they are seeking is a confession to bolster their indictment they are like the police down at the station with a suspect in the interrogation room badgering him to confess to the crime and like all too many police these days the sjws don't really care if you did it or not they're just looking for a confession that they can take to the prosecutor be aware that once they have launched an attack on you they will press you hard for an apology and repeatedly imply that if you will just apologize all will be forgiven do not be fooled i have seen people fall for it time and time again and the result is always the same the sjws are simply looking for a public confession that will confirm their accusations give them pr cover and provide them with the ammunition required to discredit and disemploy you apologizing will accomplish nothing more than hand them the very weapons they require to destroy you accept your fate it is psychologically much easier to survive an sjw attack if you accept early on in the process that you are probably going to lose your job or be purged from your church your social group or your professional organization remember if the sjws were not confident they could take you out they would not have launched the attack in the first place they prey upon those they believe rightly or wrongly to be vulnerable even if you survive the attack it's highly unlikely that your reputation will survive unscathed as there are simply too many people who are inclined to split the difference in any conflict between two parties no matter how crazy or dishonest they know one of the parties to be be prepared to be disappointed by the behavior of some of the people you believe to be your friends but don't be angry with them or allow the anger you feel for the sjws to be displaced onto those who have disappointed you while they may have disappointed you with their cowardice they are not your problem they did not put you in the position you find yourself and they are not your enemy don't take your pain and anger out on them reserve that for the sjws document their every word and action most of the time sjw purges are committed at least partially outside the organization's established rules and forms you may not be an expert but some of the people following along will be make sure every step in the process and every piece of communication you receive from them is documented critiqued and publicized they will pull out all the stops to hide their actions in order to avoid public criticism and in some of the more egregious cases ridicule by forcing them to show their hand in public you allow others to see and understand what they are really up to this may not be sufficient to save yourself from the ongoing attack but it will almost certainly strengthen your negotiating position and will also help prevent the sjws from blithely repeating the process against you or someone else in the future whatever you do do not agree to any gag orders or sign any confidentiality agreements that will handicap your ability to use the documentation you have acquired to prevent them from spinning a narrative about what happened sjws rely on secrecy and once they know you have their actions documented they will try very hard to tie your hands in a manner that will prevent you from making that information public do not resign do not resign you must always keep in mind that their real goal is not to formally purge you but to encourage you to quit on your own that allows them to publicly wash their hands of the affair and claim that your decision to leave was not their fault they will often enlist more reasonable allies to approach you and tell you that it's not possible for you to continue any more they will appeal to your desire to avoid conflict as well as to the good of the organization and they will go on endlessly about the supreme importance of an amicable departure don't fall for it don't do their dirty work for them make them take the full responsibility for throwing you out thereby ensuring they have to suffer the unpredictable long term consequences of their actions no matter how deeply the deck is stacked against you the outcome will always be in doubt unless you resign you always have a chance to defeat them as long as you don't quit and perhaps more importantly refusing to quit buys you an amount of time that you can use to find another job before they manage to disemploy you considering how long you can reasonably expect to draw out the process which will usually take not weeks but months you will considerably enhance your chances of finding alternative employment if you do not resign do not resign there is no advantage to you in doing so as with apologizing resigning is only going to make matters worse not better despite what the sjws will promise you they'll assure you that it will be best for everyone if you just quietly resign and go away that it will be better for the organization to which your past contributions are greatly appreciated and that the one last thing you can do for it now is to avoid making an uncomfortable scene they'll promise that if you resign you'll be able to quickly and quietly put the controversy behind you and the moment you resign they will alert the media send out a statement to the entire organization and begin waving your scalp like a bloody flag this is because one of their primary goals is to maintain the illusion of their irresistible power and inevitable victory so they need to advertise their victories in order to intimidate other potential crimethinkers into falling into line so don't believe them when they tell you that a resignation will make all the pain and humiliation go away because sjws always lie and whatever you do don't resign make the rubble bounce whether you survive the attempted purge or whether you don't it's very important to observe who has defined himself as an ally an enemy or a neutral party during the process the choices people make will pleasantly surprise you about as often as they disappoint you once everyone's choices have been made clear your task is simple target the enemy at every opportunity hit them wherever they show themselves vulnerable play as dirty as your conscience will permit undermine them sabotage them and discredit them be ruthless and show them absolutely no mercy this is not the time for christian forgiveness because these are people who have not repented these are people who are trying to destroy you and are quite willing to harm your family and your children in the process take them down and take them out without hesitation if you have any sjws working under you fire them if you have an sjw relying upon you for something play dumb and assure him that he'll get it on time then fail to deliver all the while promising that it's going to be done next week above all understand that the normal rules of live and let live are no longer in effect the more you disrupt their activities and their daily routine the more difficult they will find it to purge you assume that you are on your way out if you've followed the previous advice given you should already have your landing zone prepared and are only waiting for the right moment to exit and salt the earth leave devastation in your wake so that it will take weeks or even months for them to try to recover from the damage of your purging start nothing finish everything even when the initial conflict is over the sjws are not going to leave you alone so long as they believe you to be a potentially vulnerable threat to them this is why you have to be prepared to continue to up the ante until they finally reach the conclusion that they cannot possibly beat you and they are better off keeping their distance fortunately sjws are highly emotional cowardly and prone to depression so demoralizing them tends to be considerably easier than you might imagine they will still hate you but after repeatedly meeting with staunch and confident opposition they will usually decide to leave you alone and go in search of less difficult prey reward enemies who leave you alone by leaving them in peace reward enemies who insist on continuing hostilities with disincentivizing responses that are disproportionate to their provocations and never forget no matter what they do they cannot touch your mind they cannot touch your heart and they cannot touch your soul"", 'like sjws']"
268,267,273,267_cares_concur_hehe_ummmmmm,"['cares', 'concur', 'hehe', 'ummmmmm', 'omfg', 'sir', 'hahahahahahaha', 'oy', 'shocker', 'response']","['who cares', 'who cares', 'who cares']"
269,268,271,268_scarborough_joe_scarboroughs_msnbc,"['scarborough', 'joe', 'scarboroughs', 'msnbc', 'mika', 'intern', 'morning', 'brzezinski', 'republican', 'trump']","['j low scarborough', 'joe scarborough joe scarborough with the trump mask that she makes him put on when they get it on', 'none other than joe scarborough']"
270,269,271,269_wikipedia_satire_wiki_source,"['wikipedia', 'satire', 'wiki', 'source', 'information', 'articles', 'reliable', 'article', 'bye', 'editors']","[""we don't need wikipedia we have the internet wikipedia is just another leftist information control operation"", ""so you don't believe wikipedia good neither do i"", 'or wikipedia']"
271,270,266,270_darwin_condoms_condom_award,"['darwin', 'condoms', 'condom', 'award', 'gosnell', 'winner', 'genes', 'awards', 'genome', 'mammogram']","['better a darwin award', 'darwin award', 'you get the darwin award']"
272,271,262,271_stalin_stalins_soviet_stalinist,"['stalin', 'stalins', 'soviet', 'stalinist', 'joseph', 'lenin', 'hitler', 'russia', 'ussr', 'josef']","['stalin actually', 'so did stalin', 'where s stalin when you need him']"
273,272,259,272_koch_brothers_kochs_bros,"['koch', 'brothers', 'kochs', 'bros', 'soros', 'money', 'david', 'billionaires', 'labor', 'priorities']","['koch brothers hate black people koch brothers love open borders koch brothers own republicans party', 'is this just for the koch brothers or everyone', 'koch brothers']"
274,273,255,273_china_chinese_muslims_uighurs,"['china', 'chinese', 'muslims', 'uighurs', 'islam', 'xinjiang', 'muslim', 'scourge', 'chinas', 'dzunghar']","['urumqi is not the home of the uighurs uighurs are not even native to urumqi which is in northern xinjiang the home of the uighurs is in southern xinjiang the uighurs only first started migrating to urumqi in norhtern xinjiang in the s and the vast majority of uighurs in northern xinjiang migrated during the s and s still uighurs are a small minority in urumqi as urumqi is over han chinese northern xinjiang is called the dzungharian basin again the indigenous home of the uighurs is in the south in the region called the tarim basin there were no none whatsoever uighurs in the dzungharian basin until the s the dzunghar basin is the native lands of mongol and kazakh peoples not uighurs in the mid s a long war between the mongol dzunghar khanate and the qing empire resulted in a total qing victory and the dzunghar population nearly wiped out at that time czarist russia was expanding into the region and the qing rulers concerned about russian encroachment on the depopulated dzunghar basin began to push and encourage han chinese and hui chinese muslims migration into the dzunghar basin the han chinese migrants turned an old dzunghar mongol fort into the the city of urumqi it should be pointed out that while the dzunghar basin is relatively semi arid it is surrounded by high mountains so there are many streams that flow into the basin as a result the han migrants soon turned the natural pastures of the dzunghar basin into vast agricultural tracts thus northern xinjiang dzunghar basin despite being semi arid is a rich agricultural region as the han chinese migrants began to economically develop northern xinjiang dzunghar basin it began to attract uighurs from southern xinjiang in the s however the numbers of uighur migrants into northern xinjiang remained relatively small after the chinese communist revolution the communist began to push for the economic development of northern xinjiang because northern xinjiang is very rich in resources plus it has a lot of agriculture potential so thus a new push of han migrants started in the s well not surprisiing as northern xinjiang dzunghar started to economically develop uighurs from much poorer southern xinjiang start to migrate into northern xinjiang in the s and s so the uighurs only migrated into northern xinjiang after the han chinese were already there for over years so thus today the population of northern xinjiang is nearly han chinese and less than uighur with the rest being mongol and kazakh it needs to be pointed out that the native indigenous mongol and kazakh population of northern xinjiang are very assimilated with the han chinese in fact many persons that are identified as han in northern xinjiang are actually ethnically mongol or kazakh both groups have oriental features that have been sinicized', ""just because open borders globalist lunatic far left human rights organizations claim china has concentration camps and uses slave labor doesn't mean it's true as no one has any legitimate evidence whatsoever that is the case and muslims who are all obligated under the very pain of death to not only wage a jihad but also to lie in the cause of allah can't be trusted as the government of china is currently de islamizing their resident muslim population to protect and defend their resident non muslim chinese citizens from the horrible evil scourge of islam and all of those that follow that very horrible evil scourge of islam furthermore while i condemn the chinese government for persecuting all true and faith based religions and their adherents at the same time i applaud china for protecting and defending their resident chinese non muslim citizens from the horrible evil scourge of islam and all of those that follow that very horrible evil scourge of islam because the last damn thing in the world the horrible evil scourge of islam is in reality is a so called religion of peace or even a true and legitimate faith based religion for that damn matter as there is absolutely no legitimate evidence whatsoever that can possibly validate that utterly ludicrous islam is a so called religion of peace fairy tale and an ocean of very legitimate evidence on the other hand that more than irrefutably proves way beyond any reasonable doubt whatsoever that islam is and has always been a very horrible evil scourge for all non muslims in the world since the instant that menace to all civilized non muslim societies first evolved approximately years ago for instance an estimated million non muslim people million christians million hindus million buddhists and million black africans have been very brutally slaughtered in cold blood by muslims in the preceding years in a civilizational holy war that allah defines as a jihad waged preemptively against all non muslims in the world without provocation in the cause of allah by the horrible evil scourge of islam and all of those that follow that very horrible evil scourge of islam which are all mainstream orthodox muslims in the world that altogether comprise the collective islamic totalitarian world as opposed to only a tiny minority of so called radical islamist terrorists who misunderstand the beautiful religion of peace and as the open borders globalist lunatic left insists is the case to dupe and deceive the public at large so that they can continue to flood the west with millions and millions of enemy muslim invaders and conquerors masquerading as being so called moderate migrants as fast as possible and under completely false premises to eventually destroy the west from within"", 'china persecutes chinese muslims and muslims outside china gladly sell them out china considers chinese muslims as an alien dangerous culture who threaten chinese unity so they are in the process of culturally assimilating them muslims outside china consider islam to be the only true religion which allah has chosen to take over the world but islam is so backward that the economies of muslim countries are pathetic so that they are totally dependent on chinese products under these circumstances muslims outside china consider the chinese muslims to be expendable the greater good for the most muslims trumps the islamic obligation to fight for all muslims everywhere']"
275,274,255,274_tiktok_tok_tik_tic,"['tiktok', 'tok', 'tik', 'tic', 'toc', 'zoom', 'chinese', 'tictok', 'bytedance', 'china']","['may the tiktok force be with you', ""tik tok has paid millions of dollars to settle multiple judgements against them multiple countries were involved i've mentioned it here for at least two years tik tok is evil and hates america please stop using watching and clicking on tiktok videos they targeted little kids china owned tiktok has a goal of taking usa down"", 'tiktok who s there china']"
276,275,251,275_bright_tap_vomit_double,"['bright', 'tap', 'vomit', 'double', 'arrows', 'center', 'universe', 'mass', 'youre', 'throw']","['not very bright are you', 'not too bright', 'you are not very bright']"
277,276,249,276_dementia_alzheimers_joe_quid,"['dementia', 'alzheimers', 'joe', 'quid', 'alzheimer', 'onset', 'patients', 'hunter', 'early', 'patient']","['more like dementia', 'everything but the dementia', 'dementia that s all']"
278,277,242,277_bolshevik_bolsheviks_revolution_neo,"['bolshevik', 'bolsheviks', 'revolution', 'neo', 'stalin', 'gulag', 'bernie', 'thou', 'lenin', 'godless']","['bolshevik bs', 'says the bolshevik', 'bolsheviks all']"
279,278,240,278_cair_jews_terrorist_organization,"['cair', 'jews', 'terrorist', 'organization', 'christians', 'terror', 'splc', 'group', 'terrorists', 'cairs']","['you left out top members of cair', 'you left out cair', 'cair probably did it themselves']"
280,279,240,279_good_nahal_laddy_cin,"['good', 'nahal', 'laddy', 'cin', 'mica', 'lmbo', 'jasper', 'infuriate', 'brah', 'bruh']","['good one', 'good one', 'good one']"
281,280,237,280_pete_peter_art_petes,"['pete', 'peter', 'art', 'petes', 'dracula', 'picasso', 'boo', 'model', 'role', 'pc']","[""you're kind of alone here pete give it up"", 'for the love of pete', 'you just getting around to this pete where have you been for the last years']"
282,281,235,281_popcorn_beer_pass_good,"['popcorn', 'beer', 'pass', 'good', 'grab', 'ready', 'buttered', 'watch', 'ill', 'fun']","['popcorn all around', 'get the popcorn out', 'someone give popcorn']"
283,282,234,282_meds_worm_maggots_maggot,"['meds', 'worm', 'maggots', 'maggot', 'turtle', 'apple', 'flies', 'parrot', 'tree', 'worms']","['are you off your meds', 'off your meds again', 'off your meds q']"
284,283,232,283_point_good_affectation_wth,"['point', 'good', 'affectation', 'wth', 'ladies', 'nice', 'silly', 'btw', '', '']","['good point', 'good point', 'good point']"
285,284,230,284_example_sad_examples_post,"['example', 'sad', 'examples', 'post', 'posted', 'comment', 'look', 'sorry', 'ha', 'sense']","['how give an example', 'it was an example', 'give me an example']"
286,285,227,285_feinstein_feinsteins_diane_dianne,"['feinstein', 'feinsteins', 'diane', 'dianne', 'driver', 'senator', 'spy', 'fleebaggers', 'husband', 'chinese']","[""these people make feinstein look good and that's hard to do"", ""feinstein's gun people are the american people"", 'feinstein too']"
287,286,226,286_ha_agree_point_disagree,"['ha', 'agree', 'point', 'disagree', 'thunk', 'hahahahaha', 'sadly', 'totally', 'hahahahahahahaha', 'hahahaha']","['ha ha ha ha ha ha ha ha ha ha ha', 'ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha', 'ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha']"
