target,stance,stance_type,explanation,comment_id,comment_date
Republicans (GOP),AGAINST,EXPLICIT,"I agree with the following: The GOP is always tough, but nothing comes of it.",5352520669,2021-04-20 20:25:01
Woke,AGAINST,EXPLICIT,I agree with the following: The term 'soy boy' is used derogatorily to criticize the coach's perceived progressive or 'woke' stance.,5729702256,2022-02-11 02:13:06
Sport,AGAINST,EXPLICIT,I agree with the following: The coach's lack of real football experience is criticized.,5729702256,2022-02-11 02:13:06
Liberals,AGAINST,EXPLICIT,I agree with the following: The term 'soy boy' is used to criticize the coach's perceived liberal stance.,5729702256,2022-02-11 02:13:06
Progressives,AGAINST,EXPLICIT,I agree with the following: The term 'soy boy' is used to criticize the coach's perceived progressive stance.,5729702256,2022-02-11 02:13:06
Vegetarians / Vegans,AGAINST,EXPLICIT,"I agree with the following: The term 'soy boy' is used derogatorily, implying opposition to vegetarian or vegan lifestyles.",5729702256,2022-02-11 02:13:06
Republicans (GOP),AGAINST,EXPLICIT,"I agree with the following: The comment highlights that Republicans are down by 100 percent in Northern Virginia, indicating a negative stance towards Republicans.",5589155903,2021-10-29 16:22:17
Democrats,AGAINST,EXPLICIT,"I agree with the following: The comment suggests that Democrats are performing poorly in Northern Virginia, indicating a negative stance towards Democrats.",5589155903,2021-10-29 16:22:17
Conservatives,AGAINST,EXPLICIT,"I agree with the following: The comment highlights that conservatives are down by 100 percent in Northern Virginia, indicating a negative stance towards conservatives.",5589155903,2021-10-29 16:22:17
Liberals,AGAINST,EXPLICIT,"I agree with the following: The comment suggests that liberals are performing poorly in Northern Virginia, indicating a negative stance towards liberals.",5589155903,2021-10-29 16:22:17
Progressives,AGAINST,EXPLICIT,"I agree with the following: The comment highlights that progressives are performing poorly in Northern Virginia, indicating a negative stance towards progressives.",5589155903,2021-10-29 16:22:17
Healthcare,FAVOR,EXPLICIT,"I agree with the following: The commenter supports BLM activists' stance on vaccines, indicating a favorable view of healthcare measures.",5546751224,2021-09-24 13:54:42
Vaccines,FAVOR,EXPLICIT,"I agree with the following: The commenter expresses agreement with BLM activists on vaccines, indicating a favorable stance.",5546751224,2021-09-24 13:54:42
Black people,FAVOR,EXPLICIT,"I agree with the following: The commenter supports BLM activists, indicating a favorable stance towards Black people.",5546751224,2021-09-24 13:54:42
Covid,FAVOR,EXPLICIT,"I agree with the following: The commenter supports vaccine mandates, indicating a favorable stance towards Covid measures.",5546751224,2021-09-24 13:54:42
Joe Biden,AGAINST,EXPLICIT,I agree with the following: Joe Biden does not care who dies as long as it isn't any of his own.,5506910949,2021-08-24 18:56:32
Elites,AGAINST,EXPLICIT,I agree with the following: Biden's advisors are Obama acolytes humbling the nation.,5506910949,2021-08-24 18:56:32
America / USA,AGAINST,EXPLICIT,I agree with the following: Biden's actions are humbling the nation.,5506910949,2021-08-24 18:56:32
Democrats,AGAINST,EXPLICIT,I agree with the following: Biden's advisors are Obama acolytes humbling the nation.,5506910949,2021-08-24 18:56:32
Barack Obama,AGAINST,EXPLICIT,I agree with the following: Obama's advisors are influencing Biden to humble the nation.,5506910949,2021-08-24 18:56:32
Politicians,AGAINST,EXPLICIT,I agree with the following: Politicians like Biden and Chamberlain avoid wars leading to more conflicts.,5506910949,2021-08-24 18:56:32
The government,AGAINST,EXPLICIT,I agree with the following: The government under Biden is acting against the nation's interests.,5506910949,2021-08-24 18:56:32
Healthcare,AGAINST,EXPLICIT,I agree with the following: The fear of COVID-19 is being questioned.,5641078568,2021-12-10 23:14:52
Vaccines,AGAINST,EXPLICIT,"I agree with the following: The measures taken for COVID-19, including vaccines, are being questioned.",5641078568,2021-12-10 23:14:52
China,AGAINST,IMPLICIT,I agree with the following: The term 'bat soup flu' implies criticism towards China's handling of COVID-19.,5641078568,2021-12-10 23:14:52
Scientists,AGAINST,IMPLICIT,I agree with the following: The skepticism towards COVID-19 measures implies criticism towards scientists.,5641078568,2021-12-10 23:14:52
Democrats,AGAINST,IMPLICIT,I agree with the following: The criticism of rising prices and COVID-19 measures implies disapproval of the Democratic administration.,5641078568,2021-12-10 23:14:52
Economy is good,AGAINST,EXPLICIT,I agree with the following: Rising prices indicate a negative view of the current economy.,5641078568,2021-12-10 23:14:52
The government,AGAINST,IMPLICIT,I agree with the following: The criticism of economic and COVID-19 policies implies disapproval of the government.,5641078568,2021-12-10 23:14:52
Covid,AGAINST,EXPLICIT,I agree with the following: The comment questions the fear of COVID-19.,5641078568,2021-12-10 23:14:52
Jobs are (available | good),AGAINST,IMPLICIT,I agree with the following: The current administration's policies have led to a lack of available jobs.,5700326744,2022-01-20 17:06:51
Food,AGAINST,IMPLICIT,I agree with the following: The administration's policies have resulted in food shortages.,5700326744,2022-01-20 17:06:51
America / USA,AGAINST,IMPLICIT,I agree with the following: The current state of America is problematic under the administration's policies.,5700326744,2022-01-20 17:06:51
Democrats,AGAINST,IMPLICIT,I agree with the following: The Democratic party's policies are not effective.,5700326744,2022-01-20 17:06:51
Economy is good,AGAINST,IMPLICIT,I agree with the following: The economy is not doing well under the current administration.,5700326744,2022-01-20 17:06:51
The government,AGAINST,IMPLICIT,I agree with the following: The government's policies are negatively impacting the country.,5700326744,2022-01-20 17:06:51
Joe Biden,AGAINST,IMPLICIT,I agree with the following: The administration is causing economic upheaval and covering it up.,5628976374,2021-12-01 17:54:55
Jobs are (available | good),AGAINST,IMPLICIT,I agree with the following: The upcoming economic upheaval will affect job availability.,5628976374,2021-12-01 17:54:55
Elites,AGAINST,IMPLICIT,I agree with the following: Elites are causing economic upheaval and covering it up.,5628976374,2021-12-01 17:54:55
America / USA,AGAINST,IMPLICIT,I agree with the following: The administration's actions are causing economic upheaval in America.,5628976374,2021-12-01 17:54:55
Democrats,AGAINST,IMPLICIT,I agree with the following: The Democratic administration is causing economic upheaval and covering it up.,5628976374,2021-12-01 17:54:55
Economy is good,AGAINST,IMPLICIT,I agree with the following: The economy is not good due to upcoming upheaval.,5628976374,2021-12-01 17:54:55
Politicians,AGAINST,IMPLICIT,I agree with the following: Politicians are causing economic upheaval and covering it up.,5628976374,2021-12-01 17:54:55
The government,AGAINST,IMPLICIT,I agree with the following: The government is causing economic upheaval and covering it up.,5628976374,2021-12-01 17:54:55
Food,AGAINST,IMPLICIT,I agree with the following: Overeating and consuming high-calorie foods like drumsticks and cupcakes is problematic.,5427841351,2021-06-21 16:47:56
Joe Biden,AGAINST,EXPLICIT,"I agree with the following: The comment celebrates a chant that is a vulgar expression against Joe Biden, indicating a clear stance against him.",5567333288,2021-10-11 17:24:45
Journalists,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes a reporter for gaslighting, showing a negative stance towards journalists.",5567333288,2021-10-11 17:24:45
Media,AGAINST,EXPLICIT,I agree with the following: The comment implies criticism of the media by mentioning a reporter's alleged gaslighting.,5567333288,2021-10-11 17:24:45
Media,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes a reporter, indicating a negative stance towards the media.",5567333288,2021-10-11 17:24:45
Socialism / Communism,FAVOR,EXPLICIT,"I agree with the following: The comment references a Bolshevik perspective, implying support for socialism or communism.",5603569815,2021-11-10 16:06:35
Crime,AGAINST,EXPLICIT,"I agree with the following: The comment describes societal breakdown and cannibalism as negative outcomes, indicating opposition to such crime.",5603569815,2021-11-10 16:06:35
Food,AGAINST,EXPLICIT,I agree with the following: The mention of cannibalism suggests opposition to extreme food shortages or misuse.,5603569815,2021-11-10 16:06:35
Economy is good,AGAINST,EXPLICIT,"I agree with the following: The comment implies that a cashless society is a result of societal breakdown, indicating opposition to the idea that the economy is good.",5603569815,2021-11-10 16:06:35
Republicans (GOP),AGAINST,IMPLICIT,"I agree with the following: The comment implies skepticism towards conservatives, who are often associated with Republicans.",5742424585,2022-02-17 16:40:59
Elites,AGAINST,IMPLICIT,I agree with the following: The term 'Washington flim-flam club' suggests criticism towards elites.,5742424585,2022-02-17 16:40:59
Crime,AGAINST,EXPLICIT,I agree with the following: The comment accuses Hillary Clinton of 'many crimes.',5742424585,2022-02-17 16:40:59
Hillary Clinton,AGAINST,EXPLICIT,"I agree with the following: The comment directly criticizes Hillary Clinton, calling her 'Hilldy' and accusing her of crimes.",5742424585,2022-02-17 16:40:59
Democrats,AGAINST,IMPLICIT,I agree with the following: The comment implies criticism towards Democrats by mentioning Hillary Clinton and conservatives' hope for prosecution.,5742424585,2022-02-17 16:40:59
Conservatives,AGAINST,IMPLICIT,"I agree with the following: The comment refers to conservatives' belief in Hillary Clinton's prosecution, implying skepticism.",5742424585,2022-02-17 16:40:59
Politicians,AGAINST,IMPLICIT,I agree with the following: The term 'Washington flim-flam club' suggests criticism towards politicians.,5742424585,2022-02-17 16:40:59
The government,AGAINST,IMPLICIT,I agree with the following: The term 'Washington flim-flam club' implies criticism towards the government.,5742424585,2022-02-17 16:40:59
Joe Biden,AGAINST,EXPLICIT,"I agree with the following: Joe Biden is being criticized as an 'addlepatted attack dog' unleashed by Barack Obama, indicating a negative view of his actions or policies.",5686509489,2022-01-11 17:49:36
Barack Obama,AGAINST,EXPLICIT,"I agree with the following: Barack Obama is referred to derogatorily as 'Little Barrackie' and is accused of unleashing Joe Biden as an attack dog, indicating a negative stance towards him.",5686509489,2022-01-11 17:49:36
Joe Biden,AGAINST,EXPLICIT,I agree with the following: Joe Biden is not going to be good for much from here on out.,5725101892,2022-02-07 16:25:17
Republicans (GOP),AGAINST,EXPLICIT,I agree with the following: Representative Kinzinger is a leading swamp slug.,5767260181,2022-02-26 17:25:30
Russia,AGAINST,EXPLICIT,I agree with the following: Putin spoiled the promised war by jumping early.,5767260181,2022-02-26 17:25:30
Movies,FAVOR,EXPLICIT,I agree with the following: This movie is entertaining and not totally woke.,5648948083,2021-12-17 17:14:59
Diversity,AGAINST,IMPLICIT,I agree with the following: The movie not being totally woke implies a stance against diversity initiatives.,5648948083,2021-12-17 17:14:59
Woke,AGAINST,EXPLICIT,I agree with the following: The movie is praised for not being totally woke.,5648948083,2021-12-17 17:14:59
Liberals,AGAINST,IMPLICIT,I agree with the following: The negative stance on 'woke' implies opposition to liberal ideologies.,5648948083,2021-12-17 17:14:59
Progressives,AGAINST,IMPLICIT,I agree with the following: The criticism of 'woke' suggests opposition to progressive values.,5648948083,2021-12-17 17:14:59
Crime,FAVOR,EXPLICIT,"I agree with the following: The more crime increases, the more I support being hooked on guns for self-defense.",5860949833,2022-05-18 15:54:11
Joe Biden,AGAINST,IMPLICIT,I agree with the following: Joe Biden is responsible for the current issues.,5576743467,2021-10-19 16:35:00
Donald Trump,FAVOR,IMPLICIT,I agree with the following: Donald Trump's policies were better.,5576743467,2021-10-19 16:35:00
Joe Biden,AGAINST,EXPLICIT,I agree with the following: Joe Biden's behavior is being criticized as inappropriate or embarrassing.,5809273087,2022-03-28 17:24:49
Elites,AGAINST,EXPLICIT,I agree with the following: The elites are criticized for going to Davos while people suffer.,5782326033,2022-03-08 14:57:30
China,AGAINST,EXPLICIT,I agree with the following: Shipping industries to China is criticized.,5782326033,2022-03-08 14:57:30
Economy is good,AGAINST,EXPLICIT,I agree with the following: The economy is suffering due to poor decisions.,5782326033,2022-03-08 14:57:30
Politicians,AGAINST,EXPLICIT,I agree with the following: Politicians are not acting in the people's interest.,5782326033,2022-03-08 14:57:30
The government,AGAINST,EXPLICIT,I agree with the following: The government is not acting in the people's interest.,5782326033,2022-03-08 14:57:30
Social welfare,AGAINST,EXPLICIT,I agree with the following: The government is using funds from social welfare programs in a way that criticizes the allocation of these funds.,5818112879,2022-04-05 16:44:05
Taxes are (good | fair),AGAINST,EXPLICIT,I agree with the following: The government is using taxes in a way that criticizes the fairness of the tax system.,5818112879,2022-04-05 16:44:05
Elites,AGAINST,EXPLICIT,I agree with the following: Elites are using useful idiots for their own gain.,5818112879,2022-04-05 16:44:05
Socialism / Communism,AGAINST,EXPLICIT,I agree with the following: Marxists are using useful idiots for their own gain.,5818112879,2022-04-05 16:44:05
Black people,AGAINST,EXPLICIT,I agree with the following: Progressive students weeping over black folk's plight are being manipulated.,5818112879,2022-04-05 16:44:05
The government,AGAINST,EXPLICIT,I agree with the following: The government is using funds in a way that criticizes its role in funding initiatives.,5818112879,2022-04-05 16:44:05
Progressives,AGAINST,EXPLICIT,I agree with the following: Progressive students are being manipulated.,5818112879,2022-04-05 16:44:05
Elites,AGAINST,IMPLICIT,I agree with the following: Kerry is criticized for being part of the elite.,5483000147,2021-08-05 16:14:58
Democrats,AGAINST,IMPLICIT,"I agree with the following: Kerry, as a Democrat, is being criticized.",5483000147,2021-08-05 16:14:58
Politicians,AGAINST,IMPLICIT,I agree with the following: Kerry is criticized as a politician.,5483000147,2021-08-05 16:14:58
Liberals,AGAINST,IMPLICIT,I agree with the following: Kerry is criticized as a liberal figure.,5483000147,2021-08-05 16:14:58
Ukraine,FAVOR,EXPLICIT,"I agree with the following: The comment suggests urgency in obtaining aid for Ukraine before Russia intervenes, indicating support for Ukraine.",5776559164,2022-03-03 15:54:48
Russia,AGAINST,EXPLICIT,I agree with the following: The mention of 'Vlad' shutting off the spigot implies opposition to Russia's actions.,5776559164,2022-03-03 15:54:48
Military,FAVOR,IMPLICIT,I agree with the following: The urgency to get aid before Russia acts suggests support for military aid to Ukraine.,5776559164,2022-03-03 15:54:48
America / USA,FAVOR,IMPLICIT,I agree with the following: The comment implies support for U.S. actions in aiding Ukraine.,5776559164,2022-03-03 15:54:48
Democrats,FAVOR,IMPLICIT,I agree with the following: Support for Ukraine aligns with Democratic policies.,5776559164,2022-03-03 15:54:48
The government,FAVOR,IMPLICIT,I agree with the following: The comment supports government actions to aid Ukraine.,5776559164,2022-03-03 15:54:48
Liberals,FAVOR,IMPLICIT,I agree with the following: Support for Ukraine aligns with liberal views.,5776559164,2022-03-03 15:54:48
Joe Biden,AGAINST,EXPLICIT,I agree with the following: Everyone hates Biden.,5895512060,2022-06-22 22:18:37
Republicans (GOP),AGAINST,EXPLICIT,I agree with the following: Republican Senators are hell bent on giving the guy a victory with an attack on constitutional rights.,5895512060,2022-06-22 22:18:37
Elites,AGAINST,EXPLICIT,I agree with the following: Disney heirs are not to be trusted about this bill.,5824480361,2022-04-11 22:59:31
Police,AGAINST,IMPLICIT,"I agree with the following: The comment implies criticism towards the police by suggesting that without their presence, looters will return, indicating a negative stance towards the police.",5634832149,2021-12-05 23:37:15
Food,FAVOR,IMPLICIT,"I agree with the following: The comment mentions directing looters to the diner for free eats, suggesting a positive stance towards providing food.",5634832149,2021-12-05 23:37:15
Joe Biden,AGAINST,EXPLICIT,"I agree with the following: The current administration, led by Joe Biden, is incompetent and making poor decisions.",5612422545,2021-11-17 22:45:19
Black people,FAVOR,EXPLICIT,"I agree with the following: The commenter highlights the bravery of Joe Delaney, a black man, who risked his life to save children despite not knowing how to swim, which is portrayed as an act of heroism.",5438057157,2021-06-29 22:02:44
Joe Biden,AGAINST,EXPLICIT,I agree with the following: Joe Biden is delusional and not competent enough to run for president.,5832286554,2022-04-19 15:36:52
Republicans (GOP),AGAINST,EXPLICIT,I agree with the following: The Republican Party does not represent the interests of its voters who support Trump.,5581134105,2021-10-23 05:11:35
Politicians,AGAINST,EXPLICIT,"I agree with the following: The Republican Party establishment, including politicians like Liz Cheney and Kevin McCarthy, does not align with Trump's vision.",5581134105,2021-10-23 05:11:35
Donald Trump,FAVOR,EXPLICIT,"I agree with the following: The voters of the GOP are Trump supporters, indicating strong support for Donald Trump.",5581134105,2021-10-23 05:11:35
Republicans (GOP),AGAINST,EXPLICIT,"I agree with the following: The political establishment, including Republicans, operates in a way that is problematic.",5873787492,2022-05-31 19:45:17
Elites,AGAINST,EXPLICIT,"I agree with the following: The political establishment, referred to as 'The Swamp,' operates in a problematic way.",5873787492,2022-05-31 19:45:17
Democrats,AGAINST,EXPLICIT,"I agree with the following: The political establishment, including Democrats, operates in a way that is problematic.",5873787492,2022-05-31 19:45:17
Politicians,AGAINST,EXPLICIT,I agree with the following: Politicians operate in a problematic way as part of the political establishment.,5873787492,2022-05-31 19:45:17
The government,AGAINST,EXPLICIT,I agree with the following: The government operates in a problematic way as part of the political establishment.,5873787492,2022-05-31 19:45:17
Liberals,FAVOR,EXPLICIT,"I agree with the following: It ain't liberals, implying support or defense of liberals.",5873787492,2022-05-31 19:45:17
Joe Biden,AGAINST,IMPLICIT,"I agree with the following: The great steal happened, implying opposition to Joe Biden's legitimacy.",5882656173,2022-06-09 02:47:58
Republicans (GOP),FAVOR,EXPLICIT,"I agree with the following: Adam Laxalt was doing great things, showing support for a Republican figure.",5882656173,2022-06-09 02:47:58
Elites,AGAINST,IMPLICIT,I agree with the following: The great steal implies opposition to elite actions.,5882656173,2022-06-09 02:47:58
Crime,FAVOR,EXPLICIT,"I agree with the following: Adam Laxalt addressed corruption, indicating support for crime reduction.",5882656173,2022-06-09 02:47:58
America / USA,FAVOR,IMPLICIT,I agree with the following: The context suggests support for U.S. politics and leadership.,5882656173,2022-06-09 02:47:58
Democrats,AGAINST,IMPLICIT,I agree with the following: The great steal implies opposition to Democrats.,5882656173,2022-06-09 02:47:58
Conservatives,FAVOR,EXPLICIT,"I agree with the following: Support for Adam Laxalt, a conservative figure.",5882656173,2022-06-09 02:47:58
Politicians,FAVOR,EXPLICIT,I agree with the following: Positive mention of Adam Laxalt's work.,5882656173,2022-06-09 02:47:58
Donald Trump,FAVOR,IMPLICIT,I agree with the following: The great steal term is often used by Trump supporters.,5882656173,2022-06-09 02:47:58
The government,AGAINST,IMPLICIT,I agree with the following: Suggestion of corruption implies opposition to the current government.,5882656173,2022-06-09 02:47:58
Liberals,AGAINST,IMPLICIT,I agree with the following: Negative tone towards election outcome implies opposition.,5882656173,2022-06-09 02:47:58
Progressives,AGAINST,IMPLICIT,"I agree with the following: Similar to liberals, implying opposition.",5882656173,2022-06-09 02:47:58
Democrats,FAVOR,IMPLICIT,"I agree with the following: The people who would vote against her have already left, implying support for her and the Democratic party.",5791925627,2022-03-16 19:55:55
Russia,AGAINST,EXPLICIT,"I agree with the following: Saudi Arabia will ally with Russia and China, implying Russia is against the US.",5804732620,2022-03-24 14:31:27
Fossil fuels,FAVOR,EXPLICIT,"I agree with the following: Saudi Arabia is a great oil producer, highlighting the importance of fossil fuels.",5804732620,2022-03-24 14:31:27
China,AGAINST,EXPLICIT,"I agree with the following: Saudi Arabia will ally with China, implying China is against the US.",5804732620,2022-03-24 14:31:27
America / USA,AGAINST,EXPLICIT,"I agree with the following: The US's deal with Iran is causing Saudi Arabia to ally with Russia and China, implying criticism of US actions.",5804732620,2022-03-24 14:31:27
The government,AGAINST,EXPLICIT,"I agree with the following: The government's deal with Iran is causing Saudi Arabia to ally with Russia and China, implying criticism of government actions.",5804732620,2022-03-24 14:31:27
Woke,AGAINST,EXPLICIT,"I agree with the following: The term 'blue haired freaks' is used pejoratively, indicating opposition to 'woke' individuals.",5897543498,2022-06-24 19:31:24
Democrats,AGAINST,IMPLICIT,I agree with the following: The comment implies opposition to Democrats through derogatory language aimed at a group associated with them.,5897543498,2022-06-24 19:31:24
Liberals,AGAINST,EXPLICIT,"I agree with the following: The term 'blue haired freaks' is used pejoratively, indicating opposition to liberals.",5897543498,2022-06-24 19:31:24
Progressives,AGAINST,EXPLICIT,I agree with the following: The comment suggests opposition to progressives through derogatory language.,5897543498,2022-06-24 19:31:24
Capitalism,AGAINST,IMPLICIT,"I agree with the following: The Devil Mouse, a reference to Disney, implies criticism of corporate practices, suggesting a negative stance towards capitalism.",5844804811,2022-05-02 05:53:24
Elites,AGAINST,IMPLICIT,"I agree with the following: The term 'Devil Mouse' suggests criticism towards powerful entities, implying a negative stance towards elites.",5844804811,2022-05-02 05:53:24
Elites,AGAINST,EXPLICIT,"I agree with the following: The Swamp is deceiving the yokels by promising nothing is going on, implying criticism towards the elites.",5868259601,2022-05-25 22:56:00
Joe Biden,AGAINST,EXPLICIT,I agree with the following: The Biden administration is out to destroy America.,5921442722,2022-07-19 01:43:47
Republicans (GOP),FAVOR,EXPLICIT,I agree with the following: The GOP is leading the push for American energy independence.,5921442722,2022-07-19 01:43:47
Climate change is (real | a problem),FAVOR,EXPLICIT,I agree with the following: Thorium reactors are the greenest of green energies.,5921442722,2022-07-19 01:43:47
Fossil fuels,AGAINST,EXPLICIT,"I agree with the following: Thorium reactors could supply our energy needs for a thousand years, making fossil fuels obsolete.",5921442722,2022-07-19 01:43:47
Democrats,AGAINST,EXPLICIT,I agree with the following: The Biden administration is out to destroy America.,5921442722,2022-07-19 01:43:47
Conservatives,FAVOR,EXPLICIT,I agree with the following: Conservatives are leading the push for American energy independence.,5921442722,2022-07-19 01:43:47
The government,AGAINST,EXPLICIT,I agree with the following: The government is out to destroy America.,5921442722,2022-07-19 01:43:47
Liberals,AGAINST,EXPLICIT,I agree with the following: Liberals are out to destroy America.,5921442722,2022-07-19 01:43:47
Progressives,AGAINST,EXPLICIT,I agree with the following: Progressives are out to destroy America.,5921442722,2022-07-19 01:43:47
America / USA,FAVOR,EXPLICIT,"I agree with the following: Thorium reactors could supply our energy needs for a thousand years, making America energy independent.",5921442722,2022-07-19 01:43:47
Joe Biden,AGAINST,EXPLICIT,I agree with the following: Joe Biden and his handlers hate black and brown people because they are flying those black and brown people out in order to kill their babies.,5910297778,2022-07-07 21:07:14
Republicans (GOP),AGAINST,EXPLICIT,I agree with the following: No Republican will simply state the plain truth.,5910297778,2022-07-07 21:07:14
Fascism / Nazism,AGAINST,EXPLICIT,I agree with the following: The actions sound like Third Reich stuff.,5910297778,2022-07-07 21:07:14
Black people,AGAINST,EXPLICIT,I agree with the following: Joe Biden and his handlers hate black people.,5910297778,2022-07-07 21:07:14
Abortion,AGAINST,EXPLICIT,I agree with the following: Flying black and brown people out to kill their babies.,5910297778,2022-07-07 21:07:14
Crime,AGAINST,EXPLICIT,"I agree with the following: The comment highlights the negative impact of smash and grab events during riots, indicating a stance against crime.",5928317371,2022-07-25 19:13:45
Economy is good,AGAINST,IMPLICIT,"I agree with the following: The mention of businesses being hit during riots implies a negative impact on the economy, suggesting a stance against the economy being good.",5928317371,2022-07-25 19:13:45
Social welfare,AGAINST,EXPLICIT,"I agree with the following: The commenter is skeptical about bailing out Fiat, indicating opposition to social welfare measures.",5950925470,2022-08-17 03:20:06
Capitalism,AGAINST,IMPLICIT,"I agree with the following: The skepticism towards bailing out Fiat suggests opposition to government intervention, which can be seen as a critique of capitalism.",5950925470,2022-08-17 03:20:06
Economy is good,AGAINST,IMPLICIT,I agree with the following: The skepticism towards bailing out Fiat suggests doubt about the economy's health.,5950925470,2022-08-17 03:20:06
The government,AGAINST,EXPLICIT,"I agree with the following: The commenter questions the bailout, indicating opposition to government intervention.",5950925470,2022-08-17 03:20:06
Movies,AGAINST,EXPLICIT,I agree with the following: The movie's portrayal of the African slave trade was inaccurate and the writers failed to do proper research.,5989209498,2022-09-19 15:20:30
Woke,AGAINST,EXPLICIT,I agree with the following: The term 'woke' is used sarcastically to criticize progressive ideologies.,5989209498,2022-09-19 15:20:30
America / USA,AGAINST,IMPLICIT,I agree with the following: America's role in the slave trade is criticized.,5989209498,2022-09-19 15:20:30
Feminism,AGAINST,EXPLICIT,I agree with the following: Feminist writers are criticized for their handling of historical facts in the movie.,5989209498,2022-09-19 15:20:30
Progressives,AGAINST,EXPLICIT,I agree with the following: The term 'progressive' is used critically to imply hypocrisy or lack of awareness.,5989209498,2022-09-19 15:20:30
Journalists,AGAINST,EXPLICIT,I agree with the following: Journalists are producing propaganda.,5925438969,2022-07-22 15:04:32
China,AGAINST,EXPLICIT,I agree with the following: China's TikTok is propaganda.,5925438969,2022-07-22 15:04:32
Media,AGAINST,EXPLICIT,I agree with the following: Media is producing propaganda.,5925438969,2022-07-22 15:04:32
Social media,AGAINST,EXPLICIT,I agree with the following: Social media platforms like TikTok are propaganda.,5925438969,2022-07-22 15:04:32
Republicans (GOP),AGAINST,EXPLICIT,I agree with the following: The GOP's latest act of betrayal shows their negative actions.,5888104337,2022-06-14 22:27:44
Crime,AGAINST,EXPLICIT,"I agree with the following: The Gorilla Glue girl intentionally misused the product for financial gain, which is a criminal act.",5902552340,2022-06-29 20:29:47
Russia,AGAINST,EXPLICIT,"I agree with the following: The comment critiques the oppressive nature of gulags, which are historically associated with Russia.",5969667814,2022-09-04 20:43:06
Fascism / Nazism,AGAINST,EXPLICIT,"I agree with the following: The comment implies a critique of oppressive regimes, which can be linked to fascism.",5969667814,2022-09-04 20:43:06
Elites,AGAINST,EXPLICIT,"I agree with the following: The comment critiques those in power, which includes elites.",5969667814,2022-09-04 20:43:06
Socialism / Communism,AGAINST,EXPLICIT,I agree with the following: The mention of gulags critiques communist regimes.,5969667814,2022-09-04 20:43:06
Politicians,AGAINST,EXPLICIT,"I agree with the following: The comment critiques those in power, which includes politicians.",5969667814,2022-09-04 20:43:06
The government,AGAINST,EXPLICIT,"I agree with the following: The comment critiques the oppressive nature of those in power, which relates to the government.",5969667814,2022-09-04 20:43:06
Republicans (GOP),AGAINST,EXPLICIT,"I agree with the following: Cruz and his buddies see it as all of us spreading misinformation, implying criticism of Republicans.",5995143708,2022-09-24 22:00:07
Media,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes the perception of misinformation, relating to media.",5995143708,2022-09-24 22:00:07
Conservatives,AGAINST,EXPLICIT,I agree with the following: The criticism towards Cruz and his buddies implies a negative stance towards conservatives.,5995143708,2022-09-24 22:00:07
The government,AGAINST,EXPLICIT,"I agree with the following: The DOJ will say anything now, indicating distrust in the government's honesty.",5963719565,2022-08-29 18:52:27
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: Illegal immigration is a problem.,5954179961,2022-08-19 04:13:25
Republicans (GOP),FAVOR,EXPLICIT,"I agree with the following: Governor Ron DeSantis, a Republican, scored a big hit by sending migrants to Martha's Vineyard, exposing the hypocrisy of liberals.",5991806958,2022-09-21 04:46:32
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: The author prefers migrants be shipped outside the country and supports their deportation.,5991806958,2022-09-21 04:46:32
Elites,AGAINST,EXPLICIT,I agree with the following: The author criticizes the hypocrisy of the liberal elite in Martha's Vineyard.,5991806958,2022-09-21 04:46:32
America / USA,FAVOR,EXPLICIT,"I agree with the following: The author supports Governor Ron DeSantis' action, which reflects positively on America.",5991806958,2022-09-21 04:46:32
Democrats,AGAINST,EXPLICIT,"I agree with the following: The author criticizes Democrats, associating them with hypocrisy.",5991806958,2022-09-21 04:46:32
Conservatives,FAVOR,EXPLICIT,I agree with the following: The author supports conservative actions by Governor Ron DeSantis.,5991806958,2022-09-21 04:46:32
Liberals,AGAINST,EXPLICIT,I agree with the following: The author criticizes liberals as hypocrites.,5991806958,2022-09-21 04:46:32
Elites,AGAINST,EXPLICIT,"I agree with the following: The swamp protects itself always, implying criticism of elites.",5982876673,2022-09-15 07:11:14
America / USA,AGAINST,EXPLICIT,"I agree with the following: The swamp protects itself always, implying criticism of the political establishment in the USA.",5982876673,2022-09-15 07:11:14
Democrats,AGAINST,EXPLICIT,"I agree with the following: The swamp protects itself always, implying criticism of Democrats as part of the establishment.",5982876673,2022-09-15 07:11:14
Politicians,AGAINST,EXPLICIT,"I agree with the following: The swamp protects itself always, implying criticism of politicians.",5982876673,2022-09-15 07:11:14
Donald Trump,AGAINST,EXPLICIT,"I agree with the following: The swamp protects itself always, implying opposition to Trump.",5982876673,2022-09-15 07:11:14
The government,AGAINST,EXPLICIT,"I agree with the following: The swamp protects itself always, implying criticism of the government.",5982876673,2022-09-15 07:11:14
Liberals,AGAINST,EXPLICIT,"I agree with the following: The swamp protects itself always, implying criticism of liberals as part of the establishment.",5982876673,2022-09-15 07:11:14
Progressives,AGAINST,EXPLICIT,"I agree with the following: The swamp protects itself always, implying criticism of progressives as part of the establishment.",5982876673,2022-09-15 07:11:14
